번호,개봉_연도,개봉_월,개봉_요일,여름_개봉,겨울_개봉,대표장르,대표국가,한국_영화,평균기온,최고기온,백만_돌파
3139,2022,7,2,1,0,어드벤처,중국,0,29.5,33.3,0
3140,2022,7,2,1,0,액션,미국,0,29.5,33.3,1
3141,2022,7,2,1,0,액션,미국,0,25.0,27.1,0
3142,2022,7,2,1,0,드라마,미국,0,25.0,27.1,0
3143,2022,7,2,1,0,공포(호러),한국,1,25.0,27.1,0
3144,2022,7,2,1,0,액션,한국,1,25.0,27.1,0
3145,2022,7,2,1,0,애니메이션,일본,0,25.0,27.1,0
3146,2022,7,2,1,0,애니메이션,미국,0,27.1,30.4,1
3147,2022,7,2,1,0,액션,한국,1,27.1,30.4,1
3148,2022,7,2,1,0,기타,일본,0,27.1,30.4,0
3149,2022,7,2,1,0,액션,한국,1,29.3,33.4,1
3150,2022,7,3,1,0,애니메이션,한국,1,29.7,34.4,0
3151,2022,8,2,1,0,드라마,한국,1,27.1,30.0,1
3152,2022,8,2,1,0,애니메이션,일본,0,27.1,30.0,0
3153,2022,8,2,1,0,액션,한국,1,24.7,28.8,1
3154,2022,8,2,1,0,애니메이션,미국,0,24.7,28.8,0
3155,2022,8,3,1,0,애니메이션,영국,0,25.0,27.5,0
3156,2022,8,2,1,0,미스터리,미국,0,26.0,30.5,0
3157,2022,8,2,1,0,코미디,한국,1,24.8,27.9,1
3158,2022,8,2,1,0,액션,미국,0,24.8,27.9,0
3159,2022,8,2,1,0,범죄,한국,1,21.7,24.9,0
3160,2022,8,2,1,0,멜로/로맨스,한국,1,21.7,24.9,0
3161,2022,9,2,0,0,공포(호러),미국,0,22.8,28.1,0
3162,2022,9,2,0,0,액션,한국,1,22.8,28.1,1
3163,2022,9,2,0,0,다큐멘터리,한국,1,22.8,28.1,0
3164,2022,9,3,0,0,애니메이션,프랑스,0,23.2,29.5,0
3165,2022,9,3,0,0,애니메이션,한국,1,23.2,29.5,0
3166,2022,9,2,0,0,판타지,한국,1,19.4,25.6,0
3167,2022,9,2,0,0,액션,한국,1,19.4,25.6,0
3168,2022,9,2,0,0,SF,미국,0,19.4,25.6,0
3169,2022,9,3,0,0,애니메이션,일본,0,19.8,24.7,0
3170,2022,9,2,0,0,뮤지컬,한국,1,20.4,26.1,1
3171,2022,9,2,0,0,코미디,한국,1,20.4,26.1,0
3172,2022,9,2,0,0,애니메이션,한국,1,20.4,26.1,0
3173,2022,9,2,0,0,애니메이션,일본,0,20.4,26.1,0
3174,2022,10,2,0,0,드라마,한국,1,16.6,21.6,0
3175,2022,10,2,0,0,애니메이션,한국,1,16.6,21.6,0
3176,2022,10,3,0,0,미스터리,미국,0,15.8,19.1,0
3177,2022,10,2,0,0,드라마,한국,1,13.5,20.6,0
3178,2022,10,2,0,0,액션,미국,0,13.5,20.6,0
3179,2022,10,2,0,0,공포(호러),미국,0,13.5,20.6,0
3180,2022,10,2,0,0,멜로/로맨스,미국,0,13.5,20.6,0
3181,2022,10,2,0,0,액션,미국,0,10.5,16.8,0
3182,2022,10,2,0,0,공포(호러),한국,1,10.5,16.8,0
3183,2022,10,2,0,0,범죄,한국,1,12.9,17.8,0
3184,2022,10,2,0,0,드라마,한국,1,12.9,17.8,0
3185,2022,10,2,0,0,애니메이션,페루,0,12.9,17.8,0
3186,2022,11,2,0,0,드라마,한국,1,11.1,17.9,0
3187,2022,11,2,0,0,드라마,미국,0,11.1,17.9,0
3188,2022,11,2,0,0,액션,미국,0,11.4,16.0,1
3189,2022,11,3,0,0,애니메이션,일본,0,13.5,19.1,0
3190,2022,11,2,0,0,액션,한국,1,8.5,13.0,0
3191,2022,11,2,0,0,멜로/로맨스,한국,1,8.5,13.0,0
3192,2022,11,2,0,0,스릴러,영국,0,8.5,13.0,0
3193,2022,11,2,0,0,액션,한국,1,8.5,13.0,0
3194,2022,11,2,0,0,스릴러,,0,10.8,15.2,1
3195,2022,11,2,0,0,애니메이션,미국,0,10.8,15.2,0
3196,2022,11,2,0,0,범죄,한국,1,10.8,15.2,0
3197,2022,11,2,0,0,액션,미국,0,10.8,15.2,0
3198,2022,11,2,0,0,코미디,한국,1,-5.4,-1.6,0
3199,2022,11,2,0,0,드라마,,0,-5.4,-1.6,0
3200,2022,11,2,0,0,애니메이션,,0,-5.4,-1.6,0
3201,2022,11,2,0,0,멜로/로맨스,,0,-5.4,-1.6,1
3202,2022,11,2,0,0,다큐멘터리,한국,1,-5.4,-1.6,0
3203,2022,12,3,0,1,애니메이션,,0,-5.4,-1.2,0
3204,2022,12,2,0,1,미스터리,미국,0,4.9,9.0,0
3205,2022,12,2,0,1,애니메이션,프랑스,0,4.9,9.0,0
3206,2022,12,2,0,1,액션,,0,-8.4,-4.9,1
3207,2022,12,2,0,1,애니메이션,,0,-8.4,-4.9,0
3208,2022,12,2,0,1,드라마,,0,-0.1,2.6,1
3209,2022,12,2,0,1,애니메이션,,0,-0.1,2.6,0
3210,2022,12,3,0,1,애니메이션,,0,-7.8,-2.6,0
3211,2022,12,2,0,1,범죄,한국,1,-3.3,0.1,0
3212,2022,12,2,0,1,애니메이션,헝가리,0,-3.3,0.1,0
