번호,개봉_연도,개봉_월,개봉_요일,여름_개봉,겨울_개봉,대표장르,대표국가,한국_영화,평균기온,최고기온
3649,2025,12,2,0,1,SF,,0,4.2,7.6
3650,2025,12,2,0,1,멜로/로맨스,,0,2.8,6.3
3651,2025,12,2,0,1,드라마,,0,2.8,6.3
3652,2025,12,2,0,1,애니메이션,,0,2.8,6.3
3653,2025,12,2,0,1,드라마,한국,1,-5.6,-1.2
3654,2025,12,2,0,1,멜로/로맨스,,0,-5.6,-1.2
3655,2025,12,2,0,1,드라마,프랑스,0,-5.6,-1.2
3656,2025,12,2,0,1,드라마,홍콩,0,-5.6,-1.2
3657,2026,1,3,0,1,애니메이션,미국,0,-7.4,-2.1
3658,2026,1,3,0,1,애니메이션,미국,0,-7.4,-2.1
3659,2026,1,2,0,1,코미디,미국,0,-0.2,3.1
3660,2026,1,2,0,1,코미디,한국,1,-3.3,1.5
3661,2026,1,2,0,1,애니메이션,한국,1,-3.3,1.5
3662,2026,1,2,0,1,애니메이션,한국,1,-3.3,1.5
3663,2026,1,2,0,1,범죄,한국,1,-9.7,-5.2
3664,2026,1,2,0,1,드라마,중국,0,-9.7,-5.2
3665,2026,1,2,0,1,드라마,스페인,0,-9.7,-5.2
3666,2026,1,2,0,1,스릴러,한국,1,-5.4,-0.8
3667,2026,1,2,0,1,스릴러,미국,0,-5.4,-0.8
3668,2026,1,2,0,1,스릴러,미국,0,-5.4,-0.8
3669,2026,2,2,0,0,사극,한국,1,2.8,5.7
3670,2026,2,2,0,0,스릴러,미국,0,2.8,5.7
3671,2026,2,2,0,0,다큐멘터리,한국,1,2.8,5.7
3672,2026,2,2,0,0,애니메이션,일본,0,2.8,5.7
3673,2026,2,5,0,0,애니메이션,일본,0,-8.1,-4.0
3674,2026,2,2,0,0,액션,한국,1,2.7,6.9
3675,2026,2,2,0,0,드라마,한국,1,2.7,6.9
3676,2026,2,2,0,0,드라마,미국,0,2.7,6.9
3677,2026,2,2,0,0,애니메이션,인도네시아,0,2.4,7.2
3678,2026,2,2,0,0,공포(호러),한국,1,2.4,7.2
3679,2026,2,2,0,0,드라마,미국,0,7.4,16.1
3680,2026,2,2,0,0,드라마,일본,0,7.4,16.1
3681,2026,2,2,0,0,애니메이션,중국,0,7.4,16.1
3682,2026,2,4,0,0,공포(호러),미국,0,9.6,14.8
3683,2026,3,2,0,0,드라마,한국,1,6.0,12.0
3684,2026,3,2,0,0,애니메이션,미국,0,6.0,12.0
3685,2026,3,2,0,0,액션,미국,0,6.0,12.0
3686,2026,3,2,0,0,미스터리,한국,1,4.5,10.0
3687,2026,3,2,0,0,드라마,한국,1,6.8,9.4
3688,2026,3,2,0,0,애니메이션,일본,0,6.8,9.4
3689,2026,3,2,0,0,SF,미국,0,6.8,9.4
3690,2026,3,2,0,0,스릴러,일본,0,6.8,9.4
3691,2026,3,2,0,0,액션,한국,1,12.8,19.7
3692,2026,3,4,0,0,애니메이션,일본,0,11.4,18.2
3693,2026,3,5,0,0,애니메이션,프랑스,0,12.2,20.5
3694,2026,4,2,0,0,멜로/로맨스,일본,0,13.3,18.0
3695,2026,4,2,0,0,액션,미국,0,13.3,18.0
3696,2026,4,3,0,0,범죄,한국,1,11.6,18.1
3697,2026,4,2,0,0,공포(호러),한국,1,10.3,16.6
3698,2026,4,2,0,0,멜로/로맨스,프랑스,0,10.3,16.6
3699,2026,4,2,0,0,범죄,미국,0,10.3,16.6
3700,2026,4,5,0,0,애니메이션,한국,1,10.9,16.1
3701,2026,4,2,0,0,드라마,한국,1,19.7,26.4
3702,2026,4,2,0,0,액션,미국,0,19.7,26.4
3703,2026,4,4,0,0,애니메이션,미국,0,17.4,22.3
3704,2026,4,2,0,0,드라마,한국,1,14.2,20.1
3705,2026,4,2,0,0,공포(호러),미국,0,14.2,20.1
3706,2026,4,2,0,0,다큐멘터리,한국,1,14.2,20.1
3707,2026,4,2,0,0,애니메이션,일본,0,14.2,20.1
3708,2026,4,2,0,0,애니메이션,미국,0,14.9,21.7
3709,2026,4,2,0,0,드라마,미국,0,14.9,21.7
3710,2026,5,2,0,0,액션,미국,0,16.9,23.8
3711,2026,5,2,0,0,코미디,한국,1,19.7,26.2
3712,2026,5,2,0,0,드라마,미국,0,19.7,26.2
3713,2026,5,2,0,0,애니메이션,일본,0,16.9,21.8
3714,2026,5,2,0,0,코미디,캐나다,0,16.9,21.8
3715,2026,5,3,0,0,액션,한국,1,17.0,20.2
3716,2026,5,3,0,0,애니메이션,일본,0,17.0,20.2
3717,2026,5,5,0,0,애니메이션,일본,0,19.2,24.7
3718,2026,5,2,0,0,액션,미국,0,22.3,25.1
3719,2026,5,2,0,0,공포(호러),미국,0,22.3,25.1
3720,2026,5,4,0,0,판타지,한국,1,21.5,26.9
3721,2026,6,2,0,0,코미디,한국,1,25.5,30.8
3722,2026,6,2,0,0,애니메이션,독일,0,25.5,30.8
3723,2026,6,2,0,0,공연,한국,1,25.5,30.8
3724,2026,6,2,0,0,SF,미국,0,21.6,26.9
3725,2026,6,2,0,0,드라마,일본,0,21.6,26.9
3726,2026,6,2,0,0,공포(호러),한국,1,26.9,32.8
3727,2026,6,2,0,0,애니메이션,미국,0,26.9,32.8
3728,2026,6,2,0,0,스릴러,한국,1,24.3,28.9
3729,2026,6,2,0,0,액션,미국,0,24.3,28.9
3730,2026,6,2,0,0,드라마,일본,0,24.3,28.9
3731,2026,7,2,1,0,드라마,미국,0,26.3,31.5
3732,2026,7,2,1,0,애니메이션,일본,0,26.3,31.5
3733,2026,7,2,1,0,액션,영국,0,26.3,31.5
3734,2026,7,2,1,0,애니메이션,일본,0,26.3,31.5
3735,2026,7,2,1,0,어드벤처,미국,0,25.1,28.6
3736,2026,7,4,1,0,애니메이션,남아프리카공화국,0,26.0,27.7
3737,2026,7,2,1,0,SF,한국,1,24.6,26.3
3738,2026,7,2,1,0,애니메이션,미국,0,24.6,26.3
3739,2026,7,2,1,0,공포(호러),미국,0,25.7,27.7
3740,2026,7,4,1,0,애니메이션,일본,0,28.5,32.1
3741,2026,7,2,1,0,액션,미국,0,28.5,32.6
3742,2026,7,2,1,0,다큐멘터리,일본,0,28.5,32.6
3743,2026,8,2,1,0,액션,미국,0,32.8,36.9
3744,2026,8,2,1,0,애니메이션,한국,1,32.8,36.9
3745,2026,8,2,1,0,액션,한국,1,26.5,32.0
3746,2026,8,2,1,0,애니메이션,일본,0,26.5,32.0
3747,2026,8,3,1,0,애니메이션,미국,0,27.3,32.7
3748,2026,8,3,1,0,공포(호러),미국,0,26.0,28.0
